"MunicipalityName","FIPS_ID","Year","Population"
"Holly",37215,1986,958
"Holyoke",37270,1986,2074
"Hooper",37380,1986,98
"Hot Sulphur Springs",37600,1986,403
"Hotchkiss",37545,1986,993
"Hudson",37820,1986,851
"Hugo",37875,1986,684
"Idaho Springs",38370,1986,2114
"Ignacio",38535,1986,707
"Iliff",38590,1986,189
"Jamestown",39195,1986,236
"Johnstown",39855,1986,1569
"Julesburg",39965,1986,1359
"Keenesburg",40185,1986,549
"Kersey",40515,1986,973
"Kim",40570,1986,88
"Kiowa",40790,1986,282
"Kit Carson",41010,1986,265
"Kremmling",41560,1986,1366
"La Jara",42055,1986,797
"La Junta",42110,1986,8143
"La Salle",43605,1986,1814
"La Veta",44100,1986,753
"Lafayette",41835,1986,13750
"Lake City",42330,1986,227
"Lakeside",42495,1986,14
"Lakewood",43000,1986,125289
"Lamar",43110,1986,8731
"Larkspur",43550,1986,254
"Las Animas",43660,1986,2767
"Leadville",44320,1986,2882
"Limon",44980,1986,1733
"Littleton",45255,1986,32620
"Lochbuie",45530,1986,1066
"Log Lane Village",45695,1986,654
"Longmont",45970,1986,48297
"Louisville",46355,1986,10093
"Loveland",46465,1986,35871
"Lyons",47070,1986,1237
"Manassa",48060,1986,979
"Mancos",48115,1986,887
"Manitou Springs",48445,1986,4777
"Manzanola",48500,1986,456
"Marble",48555,1986,51
"Mead",49600,1986,430
"Meeker",49875,1986,2047
"Merino",50040,1986,272
"Milliken",50480,1986,1586
"Minturn",50920,1986,1189
"Moffat",51250,1986,109
"Monte Vista",51635,1986,4480
"Montezuma",51690,1986,50
"Montrose",51745,1986,8884
"Monument",51800,1986,977
"Morrison",52075,1986,492
"Mount Crested Butte",52570,1986,278
"Mountain View",52350,1986,586
"Naturita",53120,1986,527
"Nederland",53175,1986,1223
"New Castle",53395,1986,601
"Northglenn",54330,1986,28479
"Norwood",54880,1986,447
"Nucla",54935,1986,697
"Nunn",55045,1986,305
"Oak Creek",55155,1986,704
"Olathe",55540,1986,1242
"Olney Springs",55705,1986,200
"Ophir",55870,1986,56
"Orchard City",55980,1986,2199
"Ordway",56145,1986,1143
"Otis",56365,1986,511
"Ouray",56420,1986,620
"Ovid",56475,1986,362
"Pagosa Springs",56860,1986,1299
"Palisade",56970,1986,1627
"Palmer Lake",57025,1986,1534
"Paoli",57245,1986,54
"Paonia",57300,1986,1681
"Parachute",57400,1986,719
"Parker",57630,1986,2354
"Peetz",58235,1986,185
"Pierce",59005,1986,839
"Pitkin",59830,1986,47
"Platteville",60160,1986,1598
"Poncha Springs",60600,1986,276
"Pritchett",61315,1986,164
"Pueblo",62000,1986,98398
"Ramah",62660,1986,108
"Rangely",62880,1986,2509
"Raymer",63045,1986,97
"Red Cliff",63265,1986,313
"Rico",64090,1986,87
"Ridgway",64200,1986,392
"Rifle",64255,1986,4310
"Rockvale",64970,1986,330
"Rocky Ford",65190,1986,4482
"Romeo",65740,1986,388
"Rye",66895,1986,194
"Saguache",67005,1986,624
"Salida",67280,1986,4644
"San Luis",68105,1986,867
"Sanford",67830,1986,758
"Sawpit",68655,1986,39
"Sedgwick",68930,1986,195
"Seibert",69040,1986,172
"Severance",69150,1986,109
"Sheridan",69645,1986,5664
"Sheridan Lake",69700,1986,89
"Silt",70195,1986,1030
"Silver Cliff",70250,1986,379
"Silver Plume",70360,1986,146
"Silverthorne",70525,1986,1671
"Silverton",70580,1986,734
"Simla",70635,1986,510
"Snowmass Village",71755,1986,1368
"Springfield",73330,1986,1414
"Starkville",73715,1986,110
"Steamboat Springs",73825,1986,6264
"Sterling",73935,1986,10733
"Stratton",74485,1986,651
"Sugar City",74815,1986,270
"Superior",75640,1986,251
"Swink",75970,1986,644
"Telluride",76795,1986,1212
"Thornton",77290,1986,53240
"Timnath",77510,1986,189
"Trinidad",78610,1986,8930
"Two Buttes",79270,1986,72
"Vail",80040,1986,2382
"Victor",80865,1986,256
"Vilas",81030,1986,107
"Vona",81690,1986,110
"Walden",82130,1986,920
"Walsenburg",82350,1986,3783
"Walsh",82460,1986,706
"Ward",82735,1986,122
"Wellington",83230,1986,1272
"Westcliffe",83450,1986,371
"Westminster",83835,1986,68384
"Wheat Ridge",84440,1986,30381
"Wiggins",84770,1986,488
"Wiley",85045,1986,445
"Williamsburg",85155,1986,242
"Windsor",85485,1986,4938
"Winter Park",85705,1986,630
"Woodland Park",86090,1986,4195
"Wray",86310,1986,2137
"Yampa",86475,1986,336
"Yuma",86750,1986,2885
"Aguilar",760,1987,575
"Akron",925,1987,1734
"Alamosa",1090,1987,7492
"Alma",1530,1987,111
"Antonito",2355,1987,1001
"Arriba",3235,1987,234
"Arvada",3455,1987,89381
"Aspen",3620,1987,3606
"Ault",3950,1987,1069
"Aurora",4000,1987,223255
"Avon",4110,1987,1558
"Basalt",4935,1987,819
"Bayfield",5265,1987,1001
"Bennett",6090,1987,1841
"Berthoud",6255,1987,2884
"Bethune",6530,1987,166
"Black Hawk",7025,1987,279
"Blanca",7190,1987,293
"Blue River",7410,1987,403
"Bonanza City",7571,1987,14
"Boone",7795,1987,375
"Boulder",7850,1987,79836
"Bow Mar",8070,1987,914
"Branson",8345,1987,63
"Breckenridge",8400,1987,1227
"Brighton",8675,1987,14074
"Brookside",9115,1987,181
"Broomfield",9280,1987,23808
"Brush",9555,1987,4183
"Buena Vista",10105,1987,1814
"Burlington",10600,1987,3004
"Calhan",11260,1987,588
"Campo",11645,1987,132
"Canon City",11810,1987,12807
"Carbondale",12045,1987,2539
"Castle Rock",12415,1987,7406
"Cedaredge",12635,1987,1372
"Center",12855,1987,2034
"Central City",12910,1987,390
"Cheraw",13460,1987,271
"Cherry Hills Village",13845,1987,5259
"Cheyenne Wells",14175,1987,1000
"Coal Creek",15330,1987,156
"Cokedale",15550,1987,122
"Collbran",15605,1987,250
"Colorado Springs",16000,1987,278906
"Columbine Valley",16385,1987,1053
"Commerce City",16495,1987,16985
"Cortez",17375,1987,7296
"Craig",17760,1987,8349
"Crawford",17925,1987,241
"Creede",14765,1987,498
"Crested Butte",18310,1987,885
"Crestone",18420,1987,46
"Cripple Creek",18530,1987,665
"Crook",18640,1987,150
"Crowley",18750,1987,207
"Dacono",19080,1987,2234
"De Beque",19355,1987,257
"Deer Trail",19630,1987,507
"Del Norte",19795,1987,1848
"Delta",19850,1987,3835
"Denver",20000,1987,490274
"Dillon",20440,1987,514
"Dinosaur",20495,1987,350
"Dolores",20770,1987,875
"Dove Creek",21265,1987,664
"Durango",22035,1987,11888
"Eads",22145,1987,831
"Eagle",22200,1987,1465
"Eaton",22860,1987,1928
"Eckley",23025,1987,220
"Edgewater",23135,1987,4745
"Elizabeth",23740,1987,917
"Empire",24620,1987,411
"Englewood",24785,1987,29215
"Erie",24950,1987,1273
"Estes Park",25115,1987,3084
"Evans",25280,1987,5796
"Fairplay",25610,1987,429
"Federal Heights",26270,1987,9543
"Firestone",26600,1987,1346
"Flagler",26765,1987,562
"Fleming",26875,1987,345
"Florence",27040,1987,3060
"Fort Collins",27425,1987,82272
"Fort Lupton",27700,1987,5104
"Fort Morgan",27810,1987,8855
"Fountain",27865,1987,10231
"Fowler",27975,1987,1164
"Fraser",28305,1987,641
"Frederick",28360,1987,999
"Frisco",28690,1987,1532
"Fruita",28745,1987,3533
"Garden City",29185,1987,166
"Genoa",29680,1987,169
"Georgetown",29735,1987,928
"Gilcrest",29955,1987,1067
"Glendale",30340,1987,2636
"Glenwood Springs",30780,1987,5511
"Golden",30835,1987,13506
"Granada",31550,1987,571
"Granby",31605,1987,1113
"Grand Junction",31660,1987,27459
"Grand Lake",31715,1987,338
"Greeley",32155,1987,59027
"Green Mountain Falls",32650,1987,696
"Greenwood Village",33035,1987,5823
"Grover",33310,1987,142
"Gunnison",33640,1987,5426
"Gypsum",33695,1987,1423
"Hartman",34520,1987,117
"Haswell",34740,1987,76
"Haxtun",34960,1987,935
"Hayden",35070,1987,1469
"Hillrose",36610,1987,175
"Holly",37215,1987,939
"Holyoke",37270,1987,2063
"Hooper",37380,1987,101
"Hot Sulphur Springs",37600,1987,395
"Hotchkiss",37545,1987,739
"Hudson",37820,1987,874
"Hugo",37875,1987,669
"Idaho Springs",38370,1987,1974
"Ignacio",38535,1987,699
"Iliff",38590,1987,182
"Jamestown",39195,1987,237
"Johnstown",39855,1987,1578
"Julesburg",39965,1987,1344
"Keenesburg",40185,1987,555
"Kersey",40515,1987,983
"Kim",40570,1987,87
"Kiowa",40790,1987,286
"Kit Carson",41010,1987,258
"Kremmling",41560,1987,1312
"La Jara",42055,1987,803
"La Junta",42110,1987,7900
"La Salle",43605,1987,1809
"La Veta",44100,1987,744
"Lafayette",41835,1987,13995
"Lake City",42330,1987,244
"Lakeside",42495,1987,13
"Lakewood",43000,1987,125130
"Lamar",43110,1987,8674
"Larkspur",43550,1987,238
"Las Animas",43660,1987,2636
"Leadville",44320,1987,2695
"Limon",44980,1987,1747
"Littleton",45255,1987,33454
"Lochbuie",45530,1987,1094
"Log Lane Village",45695,1987,644
"Longmont",45970,1987,49346
"Louisville",46355,1987,10566
"Loveland",46465,1987,36259
"Lyons",47070,1987,1216
"Manassa",48060,1987,1017
"Mancos",48115,1987,843
"Manitou Springs",48445,1987,4761
"Manzanola",48500,1987,451
"Marble",48555,1987,55
"Mead",49600,1987,442
"Meeker",49875,1987,2246
"Merino",50040,1987,270
"Milliken",50480,1987,1593
"Minturn",50920,1987,1149
"Moffat",51250,1987,109
"Monte Vista",51635,1987,4431
"Montezuma",51690,1987,50
"Montrose",51745,1987,8826
"Monument",51800,1987,1008
"Morrison",52075,1987,485
"Mount Crested Butte",52570,1987,269
"Mountain View",52350,1987,570
"Naturita",53120,1987,501
"Nederland",53175,1987,1173
"New Castle",53395,1987,602
"Northglenn",54330,1987,28448
"Norwood",54880,1987,440
"Nucla",54935,1987,682
"Nunn",55045,1987,315
"Oak Creek",55155,1987,696
"Olathe",55540,1987,1245
"Olney Springs",55705,1987,295
"Ophir",55870,1987,61
"Orchard City",55980,1987,2169
"Ordway",56145,1987,1112
"Otis",56365,1987,503
"Ouray",56420,1987,649
"Ovid",56475,1987,361
"Pagosa Springs",56860,1987,1240
"Palisade",56970,1987,1674
"Palmer Lake",57025,1987,1548
"Paoli",57245,1987,48
"Paonia",57300,1987,1471
"Parachute",57400,1987,678
"Parker",57630,1987,2615
"Peetz",58235,1987,180
"Pierce",59005,1987,835
"Pitkin",59830,1987,48
"Platteville",60160,1987,1575
"Poncha Springs",60600,1987,265
"Pritchett",61315,1987,161
"Pueblo",62000,1987,98556
"Ramah",62660,1987,105
"Rangely",62880,1987,2513
"Raymer",63045,1987,97
"Red Cliff",63265,1987,306
"Rico",64090,1987,87
"Ridgway",64200,1987,412
"Rifle",64255,1987,4283
"Rockvale",64970,1987,330
"Rocky Ford",65190,1987,4346
"Romeo",65740,1987,390
"Rye",66895,1987,188
"Saguache",67005,1987,635
"Salida",67280,1987,4658
"San Luis",68105,1987,864
"Sanford",67830,1987,784
"Sawpit",68655,1987,39
"Sedgwick",68930,1987,193
"Seibert",69040,1987,194
"Severance",69150,1987,108
"Sheridan",69645,1987,5450
"Sheridan Lake",69700,1987,93
"Silt",70195,1987,1010
"Silver Cliff",70250,1987,366
"Silver Plume",70360,1987,139
"Silverthorne",70525,1987,1636
"Silverton",70580,1987,790
"Simla",70635,1987,515
"Snowmass Village",71755,1987,1378
"Springfield",73330,1987,1424
"Starkville",73715,1987,111
"Steamboat Springs",73825,1987,6287
"Sterling",73935,1987,10473
"Stratton",74485,1987,644
"Sugar City",74815,1987,258
"Superior",75640,1987,250
"Swink",75970,1987,621
"Telluride",76795,1987,1257
"Thornton",77290,1987,54865
"Timnath",77510,1987,188
"Trinidad",78610,1987,9061
"Two Buttes",79270,1987,70
"Vail",80040,1987,3702
"Victor",80865,1987,281
"Vilas",81030,1987,108
"Vona",81690,1987,108
"Walden",82130,1987,960
"Walsenburg",82350,1987,3614
"Walsh",82460,1987,700
"Ward",82735,1987,122
"Wellington",83230,1987,1314
"Westcliffe",83450,1987,352
"Westminster",83835,1987,71959
"Wheat Ridge",84440,1987,29818
"Wiggins",84770,1987,487
"Wiley",85045,1987,436
"Williamsburg",85155,1987,244
"Windsor",85485,1987,4983
"Winter Park",85705,1987,601
"Woodland Park",86090,1987,4506
"Wray",86310,1987,2105
"Yampa",86475,1987,330
"Yuma",86750,1987,2847
"Aguilar",760,1988,558
"Akron",925,1988,1715
"Alamosa",1090,1988,7628
"Alma",1530,1988,130
"Antonito",2355,1988,953
"Arriba",3235,1988,236
"Arvada",3455,1988,89448
"Aspen",3620,1988,3552
"Ault",3950,1988,1078
"Aurora",4000,1988,221270
"Avon",4110,1988,1611
"Basalt",4935,1988,932
"Bayfield",5265,1988,1023
"Bennett",6090,1988,1819
"Berthoud",6255,1988,2926
"Bethune",6530,1988,169
"Black Hawk",7025,1988,256
"Blanca",7190,1988,300
"Blue River",7410,1988,413
"Bonanza City",7571,1988,14
"Boone",7795,1988,365
"Boulder",7850,1988,81104
"Bow Mar",8070,1988,882
"Branson",8345,1988,61
"Breckenridge",8400,1988,1253
"Brighton",8675,1988,14109
"Brookside",9115,1988,185
"Broomfield",9280,1988,24314
"Brush",9555,1988,4201
"Buena Vista",10105,1988,1746
"Burlington",10600,1988,3009
"Calhan",11260,1988,585
"Campo",11645,1988,133
"Canon City",11810,1988,12895
"Carbondale",12045,1988,2652
"Castle Rock",12415,1988,7841
"Cedaredge",12635,1988,1374
"Center",12855,1988,1965
"Central City",12910,1988,364
"Cheraw",13460,1988,273
"Cherry Hills Village",13845,1988,5192
"Cheyenne Wells",14175,1988,1047
"Coal Creek",15330,1988,158
"Cokedale",15550,1988,120
"Collbran",15605,1988,245
"Colorado Springs",16000,1988,280141
"Columbine Valley",16385,1988,1051
"Commerce City",16495,1988,16780
"Cortez",17375,1988,7189
"Craig",17760,1988,8263
"Crawford",17925,1988,232
"Creede",14765,1988,457
"Crested Butte",18310,1988,872
"Crestone",18420,1988,44
"Cripple Creek",18530,1988,630
"Crook",18640,1988,151
"Crowley",18750,1988,224
"Dacono",19080,1988,2247
"De Beque",19355,1988,259
"Deer Trail",19630,1988,497
"Del Norte",19795,1988,1819
"Delta",19850,1988,3890
"Denver",20000,1988,479622
"Dillon",20440,1988,529
"Dinosaur",20495,1988,347
"Dolores",20770,1988,855
"Dove Creek",21265,1988,691
"Durango",22035,1988,11859
"Eads",22145,1988,807
"Eagle",22200,1988,1499
"Eaton",22860,1988,1940
"Eckley",23025,1988,225
"Edgewater",23135,1988,4666
"Elizabeth",23740,1988,910
"Empire",24620,1988,401
"Englewood",24785,1988,29179
"Erie",24950,1988,1275
"Estes Park",25115,1988,3089
"Evans",25280,1988,5851
"Fairplay",25610,1988,407
"Federal Heights",26270,1988,9547
"Firestone",26600,1988,1353
"Flagler",26765,1988,569
"Fleming",26875,1988,349
"Florence",27040,1988,3062
"Fort Collins",27425,1988,83935
"Fort Lupton",27700,1988,5162
"Fort Morgan",27810,1988,8979
"Fountain",27865,1988,10204
"Fowler",27975,1988,1165
"Fraser",28305,1988,607
"Frederick",28360,1988,1004
"Frisco",28690,1988,1549
"Fruita",28745,1988,3639
"Garden City",29185,1988,166
"Genoa",29680,1988,174
"Georgetown",29735,1988,913
"Gilcrest",29955,1988,1074
"Glendale",30340,1988,2546
"Glenwood Springs",30780,1988,5764
"Golden",30835,1988,13363
"Granada",31550,1988,571
"Granby",31605,1988,1041
"Grand Junction",31660,1988,27565
"Grand Lake",31715,1988,301
"Greeley",32155,1988,59893
"Green Mountain Falls",32650,1988,679
"Greenwood Village",33035,1988,7212
"Grover",33310,1988,139
"Gunnison",33640,1988,5322
"Gypsum",33695,1988,1510
"Hartman",34520,1988,117
"Haswell",34740,1988,70
"Haxtun",34960,1988,925
"Hayden",35070,1988,1443
"Hillrose",36610,1988,174
"Holly",37215,1988,950
"Holyoke",37270,1988,2027
"Hooper",37380,1988,108
"Hot Sulphur Springs",37600,1988,367
"Hotchkiss",37545,1988,766
"Hudson",37820,1988,896
"Hugo",37875,1988,678
"Idaho Springs",38370,1988,1904
"Ignacio",38535,1988,703
"Iliff",38590,1988,182
"Jamestown",39195,1988,238
"Johnstown",39855,1988,1581
"Julesburg",39965,1988,1343
"Keenesburg",40185,1988,560
"Kersey",40515,1988,984
"Kim",40570,1988,83
"Kiowa",40790,1988,294
"Kit Carson",41010,1988,275
"Kremmling",41560,1988,1236
"La Jara",42055,1988,778
"La Junta",42110,1988,7865
"La Salle",43605,1988,1802
"La Veta",44100,1988,788
"Lafayette",41835,1988,14221
"Lake City",42330,1988,233
"Lakeside",42495,1988,13
"Lakewood",43000,1988,125051
"Lamar",43110,1988,8842
"Larkspur",43550,1988,235
"Las Animas",43660,1988,2650
"Leadville",44320,1988,2539
"Limon",44980,1988,1813
"Littleton",45255,1988,33283
"Lochbuie",45530,1988,1130
"Log Lane Village",45695,1988,637
"Longmont",45970,1988,50445
"Louisville",46355,1988,11153
"Loveland",46465,1988,36484
"Lyons",47070,1988,1219
"Manassa",48060,1988,1007
"Mancos",48115,1988,830
"Manitou Springs",48445,1988,4665
"Manzanola",48500,1988,452
"Marble",48555,1988,56
"Mead",49600,1988,447
"Meeker",49875,1988,2201
"Merino",50040,1988,251
"Milliken",50480,1988,1602
"Minturn",50920,1988,1116
"Moffat",51250,1988,101
"Monte Vista",51635,1988,4456
"Montezuma",51690,1988,52
"Montrose",51745,1988,8844
"Monument",51800,1988,1022
"Morrison",52075,1988,474
"Mount Crested Butte",52570,1988,266
"Mountain View",52350,1988,562
"Naturita",53120,1988,479
"Nederland",53175,1988,1154
"New Castle",53395,1988,621
"Northglenn",54330,1988,28030
"Norwood",54880,1988,445
"Nucla",54935,1988,674
"Nunn",55045,1988,319
"Oak Creek",55155,1988,678
"Olathe",55540,1988,1257
"Olney Springs",55705,1988,326
"Ophir",55870,1988,67
"Orchard City",55980,1988,2188
"Ordway",56145,1988,1161
"Otis",56365,1988,494
"Ouray",56420,1988,654
"Ovid",56475,1988,362
"Pagosa Springs",56860,1988,1164
"Palisade",56970,1988,1755
"Palmer Lake",57025,1988,1515
"Paoli",57245,1988,41
"Paonia",57300,1988,1444
"Parachute",57400,1988,665
"Parker",57630,1988,3017
"Peetz",58235,1988,183
"Pierce",59005,1988,833
"Pitkin",59830,1988,50
"Platteville",60160,1988,1548
"Poncha Springs",60600,1988,251
"Pritchett",61315,1988,163
"Pueblo",62000,1988,99170
"Ramah",62660,1988,101
"Rangely",62880,1988,2438
"Raymer",63045,1988,100
"Red Cliff",63265,1988,299
"Rico",64090,1988,96
"Ridgway",64200,1988,413
"Rifle",64255,1988,4418
"Rockvale",64970,1988,333
"Rocky Ford",65190,1988,4317
"Romeo",65740,1988,372
"Rye",66895,1988,183
"Saguache",67005,1988,605
"Salida",67280,1988,4575
"San Luis",68105,1988,867
"Sanford",67830,1988,770
"Sawpit",68655,1988,39
"Sedgwick",68930,1988,192
"Seibert",69040,1988,191
"Severance",69150,1988,107
"Sheridan",69645,1988,5288
"Sheridan Lake",69700,1988,94
"Silt",70195,1988,1042
"Silver Cliff",70250,1988,344
"Silver Plume",70360,1988,135
"Silverthorne",70525,1988,1680
"Silverton",70580,1988,728
"Simla",70635,1988,525
"Snowmass Village",71755,1988,1388
"Springfield",73330,1988,1494
"Starkville",73715,1988,109
"Steamboat Springs",73825,1988,6280
"Sterling",73935,1988,10590
"Stratton",74485,1988,658
"Sugar City",74815,1988,270
"Superior",75640,1988,251
"Swink",75970,1988,613
"Telluride",76795,1988,1279
"Thornton",77290,1988,55287
"Timnath",77510,1988,187
"Trinidad",78610,1988,8916
"Two Buttes",79270,1988,71
"Vail",80040,1988,3638
"Victor",80865,1988,268
"Vilas",81030,1988,111
"Vona",81690,1988,107
"Walden",82130,1988,929
"Walsenburg",82350,1988,3447
"Walsh",82460,1988,724
"Ward",82735,1988,140
"Wellington",83230,1988,1306
"Westcliffe",83450,1988,329
"Westminster",83835,1988,73153
"Wheat Ridge",84440,1988,29565
"Wiggins",84770,1988,491
"Wiley",85045,1988,442
"Williamsburg",85155,1988,251
"Windsor",85485,1988,5023
"Winter Park",85705,1988,564
"Woodland Park",86090,1988,4600
"Wray",86310,1988,2127
"Yampa",86475,1988,321
"Yuma",86750,1988,2893
"Aguilar",760,1989,537
"Akron",925,1989,1644
"Alamosa",1090,1989,7592
"Alma",1530,1989,148
"Antonito",2355,1989,908
"Arriba",3235,1989,225
"Arvada",3455,1989,89508
"Aspen",3620,1989,5048
"Ault",3950,1989,1096
"Aurora",4000,1989,221382
"Avon",4110,1989,1711
"Basalt",4935,1989,1037
"Bayfield",5265,1989,1074
"Bennett",6090,1989,1786
"Berthoud",6255,1989,2941
"Bethune",6530,1989,172
"Black Hawk",7025,1989,237
"Blanca",7190,1989,278
"Blue River",7410,1989,427
"Bonanza City",7571,1989,15
"Boone",7795,1989,353
"Boulder",7850,1989,82549
"Bow Mar",8070,1989,866
"Branson",8345,1989,59
"Breckenridge",8400,1989,1270
"Brighton",8675,1989,14179
"Brookside",9115,1989,182
"Broomfield",9280,1989,24591
"Brush",9555,1989,4161
"Buena Vista",10105,1989,1754
"Burlington",10600,1989,2970
"Calhan",11260,1989,572
"Campo",11645,1989,127
"Canon City",11810,1989,12666
"Carbondale",12045,1989,2843
"Castle Rock",12415,1989,8602
"Cedaredge",12635,1989,1377
"Center",12855,1989,1974
"Central City",12910,1989,348
"Cheraw",13460,1989,268
"Cherry Hills Village",13845,1989,5198
"Cheyenne Wells",14175,1989,1092
"Coal Creek",15330,1989,157
"Cokedale",15550,1989,119
"Collbran",15605,1989,230
"Colorado Springs",16000,1989,280665
"Columbine Valley",16385,1989,1066
"Commerce City",16495,1989,16550
"Cortez",17375,1989,7240
"Craig",17760,1989,8195
"Crawford",17925,1989,226
"Creede",14765,1989,404
"Crested Butte",18310,1989,904
"Crestone",18420,1989,40
"Cripple Creek",18530,1989,605
"Crook",18640,1989,150
"Crowley",18750,1989,225
"Dacono",19080,1989,2233
"De Beque",19355,1989,253
"Deer Trail",19630,1989,478
"Del Norte",19795,1989,1726
"Delta",19850,1989,3836
"Denver",20000,1989,472785
"Dillon",20440,1989,542
"Dinosaur",20495,1989,331
"Dolores",20770,1989,867
"Dove Creek",21265,1989,670
"Durango",22035,1989,12416
"Eads",22145,1989,788
"Eagle",22200,1989,1558
"Eaton",22860,1989,1960
"Eckley",23025,1989,216
"Edgewater",23135,1989,4643
"Elizabeth",23740,1989,859
"Empire",24620,1989,406
"Englewood",24785,1989,29446
"Erie",24950,1989,1271
"Estes Park",25115,1989,3150
"Evans",25280,1989,5861
"Fairplay",25610,1989,395
"Federal Heights",26270,1989,9375
"Firestone",26600,1989,1356
"Flagler",26765,1989,568
"Fleming",26875,1989,346
"Florence",27040,1989,3012
"Fort Collins",27425,1989,86152
"Fort Lupton",27700,1989,5167
"Fort Morgan",27810,1989,9001
"Fountain",27865,1989,10079
"Fowler",27975,1989,1170
"Fraser",28305,1989,579
"Frederick",28360,1989,1001
"Frisco",28690,1989,1579
"Fruita",28745,1989,3903
"Garden City",29185,1989,166
"Genoa",29680,1989,168
"Georgetown",29735,1989,898
"Gilcrest",29955,1989,1082
"Glendale",30340,1989,2481
"Glenwood Springs",30780,1989,6374
"Golden",30835,1989,13243
"Granada",31550,1989,537
"Granby",31605,1989,982
"Grand Junction",31660,1989,28606
"Grand Lake",31715,1989,273
"Greeley",32155,1989,60281
"Green Mountain Falls",32650,1989,670
"Greenwood Village",33035,1989,7579
"Grover",33310,1989,138
"Gunnison",33640,1989,4823
"Gypsum",33695,1989,1648
"Hartman",34520,1989,112
"Haswell",34740,1989,65
"Haxtun",34960,1989,965
"Hayden",35070,1989,1439
"Hillrose",36610,1989,171
"Holly",37215,1989,907
"Holyoke",37270,1989,1956
"Hooper",37380,1989,111
"Hot Sulphur Springs",37600,1989,350
"Hotchkiss",37545,1989,755
"Hudson",37820,1989,916
"Hugo",37875,1989,675
"Idaho Springs",38370,1989,1878
"Ignacio",38535,1989,719
"Iliff",38590,1989,177
"Jamestown",39195,1989,246
"Johnstown",39855,1989,1580
"Julesburg",39965,1989,1316
"Keenesburg",40185,1989,565
"Kersey",40515,1989,981
"Kim",40570,1989,79
"Kiowa",40790,1989,283
"Kit Carson",41010,1989,292
"Kremmling",41560,1989,1173
"La Jara",42055,1989,749
"La Junta",42110,1989,7740
"La Salle",43605,1989,1792
"La Veta",44100,1989,735
"Lafayette",41835,1989,14405
"Lake City",42330,1989,232
"Lakeside",42495,1989,12
"Lakewood",43000,1989,125668
"Lamar",43110,1989,8550
"Larkspur",43550,1989,235
"Las Animas",43660,1989,2553
"Leadville",44320,1989,2602
"Limon",44980,1989,1824
"Littleton",45255,1989,33338
"Lochbuie",45530,1989,1152
"Log Lane Village",45695,1989,675
"Longmont",45970,1989,51066
"Louisville",46355,1989,11773
"Loveland",46465,1989,36952
"Lyons",47070,1989,1225
"Manassa",48060,1989,996
"Mancos",48115,1989,837
"Manitou Springs",48445,1989,4592
"Manzanola",48500,1989,442
"Marble",48555,1989,64
"Mead",49600,1989,452
"Meeker",49875,1989,2143
"Merino",50040,1989,238
"Milliken",50480,1989,1605
"Minturn",50920,1989,1098
"Moffat",51250,1989,104
"Monte Vista",51635,1989,4364
"Montezuma",51690,1989,58
"Montrose",51745,1989,8858
"Monument",51800,1989,1022
"Morrison",52075,1989,471
"Mount Crested Butte",52570,1989,272
"Mountain View",52350,1989,555
"Naturita",53120,1989,456
"Nederland",53175,1989,1123
"New Castle",53395,1989,647
"Northglenn",54330,1989,27567
"Norwood",54880,1989,439
"Nucla",54935,1989,666
"Nunn",55045,1989,322
"Oak Creek",55155,1989,676
"Olathe",55540,1989,1262
"Olney Springs",55705,1989,335
"Ophir",55870,1989,69
"Orchard City",55980,1989,2207
"Ordway",56145,1989,1086
"Otis",56365,1989,471
"Ouray",56420,1989,648
"Ovid",56475,1989,355
"Pagosa Springs",56860,1989,1184
"Palisade",56970,1989,1799
"Palmer Lake",57025,1989,1490
"Paoli",57245,1989,34
"Paonia",57300,1989,1418
"Parachute",57400,1989,664
"Parker",57630,1989,5321
"Peetz",58235,1989,180
"Pierce",59005,1989,826
"Pitkin",59830,1989,54
"Platteville",60160,1989,1542
"Poncha Springs",60600,1989,246
"Pritchett",61315,1989,158
"Pueblo",62000,1989,98811
"Ramah",62660,1989,97
"Rangely",62880,1989,2346
"Raymer",63045,1989,99
"Red Cliff",63265,1989,299
"Rico",64090,1989,92
"Ridgway",64200,1989,425
"Rifle",64255,1989,4566
"Rockvale",64970,1989,324
"Rocky Ford",65190,1989,4223
"Romeo",65740,1989,354
"Rye",66895,1989,176
"Saguache",67005,1989,598
"Salida",67280,1989,4677
"San Luis",68105,1989,831
"Sanford",67830,1989,759
"Sawpit",68655,1989,38
"Sedgwick",68930,1989,187
"Seibert",69040,1989,182
"Severance",69150,1989,106
"Sheridan",69645,1989,5045
"Sheridan Lake",69700,1989,93
"Silt",70195,1989,1074
"Silver Cliff",70250,1989,332
"Silver Plume",70360,1989,135
"Silverthorne",70525,1989,1745
"Silverton",70580,1989,717
"Simla",70635,1989,497
"Snowmass Village",71755,1989,1423
"Springfield",73330,1989,1481
"Starkville",73715,1989,106
"Steamboat Springs",73825,1989,6418
"Sterling",73935,1989,10464
"Stratton",74485,1989,653
"Sugar City",74815,1989,260
"Superior",75640,1989,255
"Swink",75970,1989,596
"Telluride",76795,1989,1302
"Thornton",77290,1989,55198
"Timnath",77510,1989,188
"Trinidad",78610,1989,8737
"Two Buttes",79270,1989,66
"Vail",80040,1989,3693
"Victor",80865,1989,262
"Vilas",81030,1989,107
"Vona",81690,1989,105
"Walden",82130,1989,913
"Walsenburg",82350,1989,3381
