"MunicipalityName","FIPS_ID","Year","Population"
"Rifle",64255,1997,6017
"Rockvale",64970,1997,412
"Rocky Ford",65190,1997,4374
"Romeo",65740,1997,358
"Rye",66895,1997,196
"Saguache",67005,1997,618
"Salida",67280,1997,5376
"San Luis",68105,1997,782
"Sanford",67830,1997,766
"Sawpit",68655,1997,32
"Sedgwick",68930,1997,193
"Seibert",69040,1997,171
"Severance",69150,1997,403
"Sheridan",69645,1997,5506
"Sheridan Lake",69700,1997,76
"Silt",70195,1997,1418
"Silver Cliff",70250,1997,466
"Silver Plume",70360,1997,200
"Silverthorne",70525,1997,3030
"Silverton",70580,1997,547
"Simla",70635,1997,566
"Snowmass Village",71755,1997,1706
"South Fork",72395,1997,397
"Springfield",73330,1997,1529
"Starkville",73715,1997,118
"Steamboat Springs",73825,1997,9058
"Sterling",73935,1997,11354
"Stratton",74485,1997,660
"Sugar City",74815,1997,270
"Superior",75640,1997,5417
"Swink",75970,1997,679
"Telluride",76795,1997,2059
"Thornton",77290,1997,70124
"Timnath",77510,1997,220
"Trinidad",78610,1997,9071
"Two Buttes",79270,1997,68
"Vail",80040,1997,4604
"Victor",80865,1997,419
"Vilas",81030,1997,111
"Vona",81690,1997,98
"Walden",82130,1997,785
"Walsenburg",82350,1997,4220
"Walsh",82460,1997,721
"Ward",82735,1997,169
"Wellington",83230,1997,1809
"Westcliffe",83450,1997,404
"Westminster",83835,1997,96258
"Wheat Ridge",84440,1997,32090
"Wiggins",84770,1997,786
"Wiley",85045,1997,476
"Williamsburg",85155,1997,739
"Windsor",85485,1997,7371
"Winter Park",85705,1997,521
"Woodland Park",86090,1997,6061
"Wray",86310,1997,2142
"Yampa",86475,1997,405
"Yuma",86750,1997,3143
"Aguilar",760,1998,589
"Akron",925,1998,1778
"Alamosa",1090,1998,7799
"Alma",1530,1998,171
"Antonito",2355,1998,808
"Arriba",3235,1998,247
"Arvada",3455,1998,99970
"Aspen",3620,1998,5593
"Ault",3950,1998,1390
"Aurora",4000,1998,267686
"Avon",4110,1998,4803
"Basalt",4935,1998,1869
"Bayfield",5265,1998,1555
"Bennett",6090,1998,2029
"Berthoud",6255,1998,4444
"Bethune",6530,1998,211
"Black Hawk",7025,1998,117
"Blanca",7190,1998,381
"Blue River",7410,1998,612
"Bonanza City",7571,1998,6
"Boone",7795,1998,326
"Boulder",7850,1998,95007
"Bow Mar",8070,1998,861
"Branson",8345,1998,70
"Breckenridge",8400,1998,1990
"Brighton",8675,1998,19071
"Brookside",9115,1998,218
"Broomfield",9280,1998,33198
"Brush",9555,1998,5089
"Buena Vista",10105,1998,2112
"Burlington",10600,1998,3452
"Calhan",11260,1998,642
"Campo",11645,1998,147
"Canon City",11810,1998,15168
"Carbondale",12045,1998,4703
"Castle Rock",12415,1998,15018
"Cedaredge",12635,1998,1760
"Center",12855,1998,2286
"Central City",12910,1998,446
"Cheraw",13460,1998,223
"Cherry Hills Village",13845,1998,5928
"Cheyenne Wells",14175,1998,1070
"Coal Creek",15330,1998,251
"Cokedale",15550,1998,135
"Collbran",15605,1998,442
"Colorado Springs",16000,1998,349988
"Columbine Valley",16385,1998,1146
"Commerce City",16495,1998,20075
"Cortez",17375,1998,7844
"Craig",17760,1998,8979
"Crawford",17925,1998,337
"Creede",14765,1998,370
"Crested Butte",18310,1998,1526
"Crestone",18420,1998,34
"Cripple Creek",18530,1998,1192
"Crook",18640,1998,132
"Crowley",18750,1998,194
"Dacono",19080,1998,2607
"De Beque",19355,1998,353
"Deer Trail",19630,1998,585
"Del Norte",19795,1998,1707
"Delta",19850,1998,5938
"Denver",20000,1998,533406
"Dillon",20440,1998,784
"Dinosaur",20495,1998,319
"Dolores",20770,1998,863
"Dove Creek",21265,1998,682
"Durango",22035,1998,13468
"Eads",22145,1998,761
"Eagle",22200,1998,2828
"Eaton",22860,1998,2559
"Eckley",23025,1998,268
"Edgewater",23135,1998,5294
"Elizabeth",23740,1998,1290
"Empire",24620,1998,367
"Englewood",24785,1998,31861
"Erie",24950,1998,6066
"Estes Park",25115,1998,4986
"Evans",25280,1998,8313
"Fairplay",25610,1998,545
"Federal Heights",26270,1998,11717
"Firestone",26600,1998,1736
"Flagler",26765,1998,604
"Fleming",26875,1998,427
"Florence",27040,1998,3635
"Fort Collins",27425,1998,112335
"Fort Lupton",27700,1998,6342
"Fort Morgan",27810,1998,11024
"Fountain",27865,1998,14611
"Fowler",27975,1998,1206
"Foxfield",28105,1998,711
"Fraser",28305,1998,841
"Frederick",28360,1998,2196
"Frisco",28690,1998,2368
"Fruita",28745,1998,5535
"Garden City",29185,1998,342
"Genoa",29680,1998,206
"Georgetown",29735,1998,1015
"Gilcrest",29955,1998,1156
"Glendale",30340,1998,4112
"Glenwood Springs",30780,1998,7700
"Golden",30835,1998,16679
"Granada",31550,1998,579
"Granby",31605,1998,1390
"Grand Junction",31660,1998,45165
"Grand Lake",31715,1998,407
"Greeley",32155,1998,72629
"Green Mountain Falls",32650,1998,765
"Greenwood Village",33035,1998,11136
"Grover",33310,1998,151
"Gunnison",33640,1998,5260
"Gypsum",33695,1998,3086
"Hartman",34520,1998,111
"Haswell",34740,1998,84
"Haxtun",34960,1998,1012
"Hayden",35070,1998,1577
"Hillrose",36610,1998,253
"Holly",37215,1998,1025
"Holyoke",37270,1998,2270
"Hooper",37380,1998,120
"Hot Sulphur Springs",37600,1998,483
"Hotchkiss",37545,1998,938
"Hudson",37820,1998,1361
"Hugo",37875,1998,872
"Idaho Springs",38370,1998,1912
"Ignacio",38535,1998,701
"Iliff",38590,1998,211
"Jamestown",39195,1998,224
"Johnstown",39855,1998,2964
"Julesburg",39965,1998,1400
"Keenesburg",40185,1998,778
"Kersey",40515,1998,1239
"Kim",40570,1998,67
"Kiowa",40790,1998,513
"Kit Carson",41010,1998,271
"Kremmling",41560,1998,1496
"La Jara",42055,1998,783
"La Junta",42110,1998,7670
"La Salle",43605,1998,1859
"La Veta",44100,1998,895
"Lafayette",41835,1998,20691
"Lake City",42330,1998,372
"Lakeside",42495,1998,18
"Lakewood",43000,1998,142958
"Lamar",43110,1998,8715
"Larkspur",43550,1998,183
"Las Animas",43660,1998,2826
"Leadville",44320,1998,2948
"Limon",44980,1998,2087
"Littleton",45255,1998,39350
"Lochbuie",45530,1998,1776
"Log Lane Village",45695,1998,999
"Lone Tree",45955,1998,4929
"Longmont",45970,1998,65185
"Louisville",46355,1998,19121
"Loveland",46465,1998,48065
"Lyons",47070,1998,1489
"Manassa",48060,1998,951
"Mancos",48115,1998,978
"Manitou Springs",48445,1998,4924
"Manzanola",48500,1998,516
"Marble",48555,1998,99
"Mead",49600,1998,1441
"Meeker",49875,1998,2301
"Merino",50040,1998,230
"Milliken",50480,1998,2035
"Minturn",50920,1998,1038
"Moffat",51250,1998,64
"Monte Vista",51635,1998,4520
"Montezuma",51690,1998,46
"Montrose",51745,1998,11758
"Monument",51800,1998,1806
"Morrison",52075,1998,449
"Mount Crested Butte",52570,1998,679
"Mountain View",52350,1998,562
"Mountain Village",52550,1998,928
"Naturita",53120,1998,365
"Nederland",53175,1998,1388
"New Castle",53395,1998,1703
"Northglenn",54330,1998,28914
"Norwood",54880,1998,473
"Nucla",54935,1998,734
"Nunn",55045,1998,452
"Oak Creek",55155,1998,830
"Olathe",55540,1998,1571
"Olney Springs",55705,1998,374
"Ophir",55870,1998,116
"Orchard City",55980,1998,2804
"Ordway",56145,1998,1184
"Otis",56365,1998,545
"Ouray",56420,1998,782
"Ovid",56475,1998,328
"Pagosa Springs",56860,1998,1605
"Palisade",56970,1998,2463
"Palmer Lake",57025,1998,2068
"Paoli",57245,1998,45
"Paonia",57300,1998,1475
"Parachute",57400,1998,1022
"Parker",57630,1998,16930
"Peetz",58235,1998,219
"Pierce",59005,1998,885
"Pitkin",59830,1998,140
"Platteville",60160,1998,2193
"Poncha Springs",60600,1998,418
"Pritchett",61315,1998,142
"Pueblo",62000,1998,102003
"Ramah",62660,1998,117
"Rangely",62880,1998,2232
"Raymer",63045,1998,92
"Red Cliff",63265,1998,301
"Rico",64090,1998,185
"Ridgway",64200,1998,666
"Rifle",64255,1998,6316
"Rockvale",64970,1998,416
"Rocky Ford",65190,1998,4320
"Romeo",65740,1998,346
"Rye",66895,1998,199
"Saguache",67005,1998,594
"Salida",67280,1998,5352
"San Luis",68105,1998,777
"Sanford",67830,1998,744
"Sawpit",68655,1998,30
"Sedgwick",68930,1998,187
"Seibert",69040,1998,179
"Severance",69150,1998,460
"Sheridan",69645,1998,5554
"Sheridan Lake",69700,1998,72
"Silt",70195,1998,1636
"Silver Cliff",70250,1998,466
"Silver Plume",70360,1998,201
"Silverthorne",70525,1998,3143
"Silverton",70580,1998,532
"Simla",70635,1998,592
"Snowmass Village",71755,1998,1809
"South Fork",72395,1998,578
"Springfield",73330,1998,1531
"Starkville",73715,1998,121
"Steamboat Springs",73825,1998,9259
"Sterling",73935,1998,11192
"Stratton",74485,1998,666
"Sugar City",74815,1998,269
"Superior",75640,1998,6332
"Swink",75970,1998,687
"Telluride",76795,1998,2130
"Thornton",77290,1998,75373
"Timnath",77510,1998,222
"Trinidad",78610,1998,8984
"Two Buttes",79270,1998,68
"Vail",80040,1998,4552
"Victor",80865,1998,448
"Vilas",81030,1998,111
"Vona",81690,1998,97
"Walden",82130,1998,769
"Walsenburg",82350,1998,4240
"Walsh",82460,1998,720
"Ward",82735,1998,172
"Wellington",83230,1998,2268
"Westcliffe",83450,1998,397
"Westminster",83835,1998,97633
"Wheat Ridge",84440,1998,32444
"Wiggins",84770,1998,807
"Wiley",85045,1998,477
"Williamsburg",85155,1998,728
"Windsor",85485,1998,8082
"Winter Park",85705,1998,518
"Woodland Park",86090,1998,6343
"Wray",86310,1998,2162
"Yampa",86475,1998,415
"Yuma",86750,1998,3254
"Aguilar",760,1999,592
"Akron",925,1999,1740
"Alamosa",1090,1999,7894
"Alma",1530,1999,176
"Antonito",2355,1999,846
"Arriba",3235,1999,245
"Arvada",3455,1999,101218
"Aspen",3620,1999,5778
"Ault",3950,1999,1413
"Aurora",4000,1999,272642
"Avon",4110,1999,5228
"Basalt",4935,1999,2336
"Bayfield",5265,1999,1552
"Bennett",6090,1999,2024
"Berthoud",6255,1999,4669
"Bethune",6530,1999,219
"Black Hawk",7025,1999,118
"Blanca",7190,1999,386
"Blue River",7410,1999,654
"Bonanza City",7571,1999,12
"Boone",7795,1999,324
"Boulder",7850,1999,94798
"Bow Mar",8070,1999,854
"Branson",8345,1999,74
"Breckenridge",8400,1999,2228
"Brighton",8675,1999,20109
"Brookside",9115,1999,219
"Broomfield",9280,1999,36114
"Brush",9555,1999,5104
"Buena Vista",10105,1999,2160
"Burlington",10600,1999,3581
"Calhan",11260,1999,788
"Campo",11645,1999,149
"Canon City",11810,1999,15321
"Carbondale",12045,1999,4987
"Castle Rock",12415,1999,18015
"Cedaredge",12635,1999,1814
"Center",12855,1999,2344
"Central City",12910,1999,485
"Cheraw",13460,1999,216
"Cherry Hills Village",13845,1999,5945
"Cheyenne Wells",14175,1999,1035
"Coal Creek",15330,1999,280
"Cokedale",15550,1999,137
"Collbran",15605,1999,411
"Colorado Springs",16000,1999,356208
"Columbine Valley",16385,1999,1138
"Commerce City",16495,1999,20595
"Cortez",17375,1999,7920
"Craig",17760,1999,9100
"Crawford",17925,1999,354
"Creede",14765,1999,374
"Crested Butte",18310,1999,1528
"Crestone",18420,1999,58
"Cripple Creek",18530,1999,1148
"Crook",18640,1999,130
"Crowley",18750,1999,190
"Dacono",19080,1999,2836
"De Beque",19355,1999,410
"Deer Trail",19630,1999,593
"Del Norte",19795,1999,1706
"Delta",19850,1999,6203
"Denver",20000,1999,545517
"Dillon",20440,1999,795
"Dinosaur",20495,1999,319
"Dolores",20770,1999,860
"Dove Creek",21265,1999,691
"Durango",22035,1999,13731
"Eads",22145,1999,753
"Eagle",22200,1999,2944
"Eaton",22860,1999,2632
"Eckley",23025,1999,274
"Edgewater",23135,1999,5380
"Elizabeth",23740,1999,1374
"Empire",24620,1999,361
"Englewood",24785,1999,31784
"Erie",24950,1999,6365
"Estes Park",25115,1999,5228
"Evans",25280,1999,8988
"Fairplay",25610,1999,582
"Federal Heights",26270,1999,11915
"Firestone",26600,1999,1833
"Flagler",26765,1999,608
"Fleming",26875,1999,426
"Florence",27040,1999,3646
"Fort Collins",27425,1999,115937
"Fort Lupton",27700,1999,6591
"Fort Morgan",27810,1999,11030
"Fountain",27865,1999,14944
"Fowler",27975,1999,1206
"Foxfield",28105,1999,731
"Fraser",28305,1999,880
"Frederick",28360,1999,2348
"Frisco",28690,1999,2413
"Fruita",28745,1999,6070
"Garden City",29185,1999,350
"Genoa",29680,1999,209
"Georgetown",29735,1999,1056
"Gilcrest",29955,1999,1159
"Glendale",30340,1999,4358
"Glenwood Springs",30780,1999,7721
"Golden",30835,1999,16952
"Granada",31550,1999,614
"Granby",31605,1999,1466
"Grand Junction",31660,1999,43354
"Grand Lake",31715,1999,429
"Greeley",32155,1999,75037
"Green Mountain Falls",32650,1999,770
"Greenwood Village",33035,1999,11083
"Grover",33310,1999,152
"Gunnison",33640,1999,5346
"Gypsum",33695,1999,3407
"Hartman",34520,1999,111
"Haswell",34740,1999,84
"Haxtun",34960,1999,995
"Hayden",35070,1999,1610
"Hillrose",36610,1999,254
"Holly",37215,1999,1038
"Holyoke",37270,1999,2264
"Hooper",37380,1999,122
"Hot Sulphur Springs",37600,1999,504
"Hotchkiss",37545,1999,955
"Hudson",37820,1999,1476
"Hugo",37875,1999,879
"Idaho Springs",38370,1999,1899
"Ignacio",38535,1999,682
"Iliff",38590,1999,212
"Jamestown",39195,1999,212
"Johnstown",39855,1999,3452
"Julesburg",39965,1999,1438
"Keenesburg",40185,1999,821
"Kersey",40515,1999,1323
"Kim",40570,1999,66
"Kiowa",40790,1999,551
"Kit Carson",41010,1999,260
"Kremmling",41560,1999,1543
"La Jara",42055,1999,836
"La Junta",42110,1999,7612
"La Salle",43605,1999,1852
"La Veta",44100,1999,912
"Lafayette",41835,1999,22113
"Lake City",42330,1999,374
"Lakeside",42495,1999,19
"Lakewood",43000,1999,143623
"Lamar",43110,1999,8802
"Larkspur",43550,1999,214
"Las Animas",43660,1999,2787
"Leadville",44320,1999,2875
"Limon",44980,1999,2078
"Littleton",45255,1999,39919
"Lochbuie",45530,1999,1928
"Log Lane Village",45695,1999,1002
"Lone Tree",45955,1999,4897
"Longmont",45970,1999,68529
"Louisville",46355,1999,19013
"Loveland",46465,1999,49515
"Lyons",47070,1999,1543
"Manassa",48060,1999,1003
"Mancos",48115,1999,1060
"Manitou Springs",48445,1999,4957
"Manzanola",48500,1999,522
"Marble",48555,1999,102
"Mead",49600,1999,1765
"Meeker",49875,1999,2267
"Merino",50040,1999,239
"Milliken",50480,1999,2517
"Minturn",50920,1999,1056
"Moffat",51250,1999,95
"Monte Vista",51635,1999,4526
"Montezuma",51690,1999,44
"Montrose",51745,1999,12093
"Monument",51800,1999,1900
"Morrison",52075,1999,438
"Mount Crested Butte",52570,1999,695
"Mountain View",52350,1999,566
"Mountain Village",52550,1999,956
"Naturita",53120,1999,524
"Nederland",53175,1999,1391
"New Castle",53395,1999,1864
"Northglenn",54330,1999,30436
"Norwood",54880,1999,453
"Nucla",54935,1999,734
"Nunn",55045,1999,462
"Oak Creek",55155,1999,841
"Olathe",55540,1999,1572
"Olney Springs",55705,1999,383
"Ophir",55870,1999,114
"Orchard City",55980,1999,2848
"Ordway",56145,1999,1221
"Otis",56365,1999,539
"Ouray",56420,1999,799
"Ovid",56475,1999,329
"Pagosa Springs",56860,1999,1597
"Palisade",56970,1999,2529
"Palmer Lake",57025,1999,2131
"Paoli",57245,1999,44
"Paonia",57300,1999,1489
"Parachute",57400,1999,1013
"Parker",57630,1999,20720
"Peetz",58235,1999,224
"Pierce",59005,1999,884
"Pitkin",59830,1999,131
"Platteville",60160,1999,2292
"Poncha Springs",60600,1999,445
"Pritchett",61315,1999,140
"Pueblo",62000,1999,102076
"Ramah",62660,1999,117
"Rangely",62880,1999,2154
"Raymer",63045,1999,91
"Red Cliff",63265,1999,294
"Rico",64090,1999,197
"Ridgway",64200,1999,692
"Rifle",64255,1999,6584
"Rockvale",64970,1999,422
"Rocky Ford",65190,1999,4301
"Romeo",65740,1999,363
"Rye",66895,1999,200
"Saguache",67005,1999,585
"Salida",67280,1999,5440
"San Luis",68105,1999,755
"Sanford",67830,1999,785
"Sawpit",68655,1999,27
"Sedgwick",68930,1999,189
"Seibert",69040,1999,180
"Severance",69150,1999,537
"Sheridan",69645,1999,5580
"Sheridan Lake",69700,1999,69
"Silt",70195,1999,1696
"Silver Cliff",70250,1999,492
"Silver Plume",70360,1999,202
"Silverthorne",70525,1999,3174
"Silverton",70580,1999,532
"Simla",70635,1999,617
"Snowmass Village",71755,1999,1817
"South Fork",72395,1999,593
"Springfield",73330,1999,1548
"Starkville",73715,1999,125
"Steamboat Springs",73825,1999,9575
"Sterling",73935,1999,11287
"Stratton",74485,1999,667
"Sugar City",74815,1999,275
"Superior",75640,1999,7870
"Swink",75970,1999,692
"Telluride",76795,1999,2182
"Thornton",77290,1999,79365
"Timnath",77510,1999,223
"Trinidad",78610,1999,9038
"Two Buttes",79270,1999,67
"Vail",80040,1999,4540
"Victor",80865,1999,446
"Vilas",81030,1999,110
"Vona",81690,1999,96
"Walden",82130,1999,749
"Walsenburg",82350,1999,4207
"Walsh",82460,1999,722
"Ward",82735,1999,170
"Wellington",83230,1999,2497
"Westcliffe",83450,1999,409
"Westminster",83835,1999,99517
"Wheat Ridge",84440,1999,32711
"Wiggins",84770,1999,825
"Wiley",85045,1999,481
"Williamsburg",85155,1999,720
"Windsor",85485,1999,9115
"Winter Park",85705,1999,602
"Woodland Park",86090,1999,6444
"Wray",86310,1999,2177
"Yampa",86475,1999,431
"Yuma",86750,1999,3272
"Aguilar",760,2000,595
"Akron",925,2000,1729
"Alamosa",1090,2000,8489
"Alma",1530,2000,182
"Antonito",2355,2000,872
"Arriba",3235,2000,249
"Arvada",3455,2000,102399
"Aspen",3620,2000,6215
"Ault",3950,2000,1427
"Aurora",4000,2000,278095
"Avon",4110,2000,6124
"Basalt",4935,2000,2764
"Bayfield",5265,2000,1705
"Bennett",6090,2000,2066
"Berthoud",6255,2000,5005
"Bethune",6530,2000,224
"Black Hawk",7025,2000,118
"Blanca",7190,2000,393
"Blue River",7410,2000,695
"Bonanza City",7571,2000,14
"Boone",7795,2000,324
"Boulder",7850,2000,98747
"Bow Mar",8070,2000,838
"Branson",8345,2000,77
"Breckenridge",8400,2000,3076
"Brighton",8675,2000,21326
"Brookside",9115,2000,215
"Broomfield",9280,2000,38544
"Brush",9555,2000,5139
"Buena Vista",10105,2000,2202
"Burlington",10600,2000,3663
"Calhan",11260,2000,893
"Campo",11645,2000,149
"Canon City",11810,2000,15631
"Carbondale",12045,2000,5277
"Castle Pines",12390,2000,4033
"Castle Rock",12415,2000,22017
"Cedaredge",12635,2000,1861
"Centennial",12815,2000,101377
"Center",12855,2000,2401
"Central City",12910,2000,519
"Cheraw",13460,2000,216
"Cherry Hills Village",13845,2000,5975
"Cheyenne Wells",14175,2000,1004
"Coal Creek",15330,2000,316
"Cokedale",15550,2000,140
"Collbran",15605,2000,607
"Colorado Springs",16000,2000,361901
"Columbine Valley",16385,2000,1142
"Commerce City",16495,2000,21194
"Cortez",17375,2000,8001
"Craig",17760,2000,9192
"Crawford",17925,2000,362
"Creede",14765,2000,379
"Crested Butte",18310,2000,1528
"Crestone",18420,2000,89
"Cripple Creek",18530,2000,1115
"Crook",18640,2000,128
"Crowley",18750,2000,188
"Dacono",19080,2000,3066
"De Beque",19355,2000,473
"Deer Trail",19630,2000,594
"Del Norte",19795,2000,1876
"Delta",19850,2000,7852
"Denver",20000,2000,556738
"Dillon",20440,2000,831
"Dinosaur",20495,2000,319
"Dolores",20770,2000,863
"Dove Creek",21265,2000,708
"Durango",22035,2000,14993
"Eads",22145,2000,743
"Eagle",22200,2000,3071
"Eaton",22860,2000,2783
"Eckley",23025,2000,276
"Edgewater",23135,2000,5458
"Elizabeth",23740,2000,1464
"Empire",24620,2000,393
"Englewood",24785,2000,31877
"Erie",24950,2000,6694
"Estes Park",25115,2000,5550
"Evans",25280,2000,10448
"Fairplay",25610,2000,633
"Federal Heights",26270,2000,12026
"Firestone",26600,2000,2248
"Flagler",26765,2000,616
"Fleming",26875,2000,428
"Florence",27040,2000,3673
"Fort Collins",27425,2000,120236
"Fort Lupton",27700,2000,7218
"Fort Morgan",27810,2000,11047
"Fountain",27865,2000,15356
"Fowler",27975,2000,1209
"Foxfield",28105,2000,719
"Fraser",28305,2000,886
"Frederick",28360,2000,2830
"Frisco",28690,2000,2792
"Fruita",28745,2000,6727
"Garden City",29185,2000,346
"Genoa",29680,2000,214
"Georgetown",29735,2000,1095
"Gilcrest",29955,2000,1153
"Glendale",30340,2000,4516
"Glenwood Springs",30780,2000,7884
"Golden",30835,2000,17310
"Granada",31550,2000,636
"Granby",31605,2000,1726
"Grand Junction",31660,2000,45678
"Grand Lake",31715,2000,418
"Greeley",32155,2000,78559
"Green Mountain Falls",32650,2000,766
"Greenwood Village",33035,2000,11623
"Grover",33310,2000,155
"Gunnison",33640,2000,5405
"Gypsum",33695,2000,4151
"Hartman",34520,2000,110
"Haswell",34740,2000,84
"Haxtun",34960,2000,978
"Hayden",35070,2000,1589
"Hillrose",36610,2000,252
"Holly",37215,2000,1046
"Holyoke",37270,2000,2250
"Hooper",37380,2000,122
"Hot Sulphur Springs",37600,2000,525
"Hotchkiss",37545,2000,1009
"Hudson",37820,2000,1591
"Hugo",37875,2000,898
"Idaho Springs",38370,2000,1930
"Ignacio",38535,2000,813
"Iliff",38590,2000,214
"Jamestown",39195,2000,291
"Johnstown",39855,2000,4459
"Julesburg",39965,2000,1472
"Keenesburg",40185,2000,876
"Kersey",40515,2000,1401
"Kim",40570,2000,65
"Kiowa",40790,2000,600
"Kit Carson",41010,2000,253
"Kremmling",41560,2000,1576
"La Jara",42055,2000,886
"La Junta",42110,2000,7552
"La Salle",43605,2000,1852
"La Veta",44100,2000,915
"Lafayette",41835,2000,23344
"Lake City",42330,2000,377
"Lakeside",42495,2000,20
"Lakewood",43000,2000,144390
"Lamar",43110,2000,8854
"Larkspur",43550,2000,214
"Las Animas",43660,2000,2743
"Leadville",44320,2000,2831
"Limon",44980,2000,2086
"Littleton",45255,2000,40389
"Lochbuie",45530,2000,2163
"Log Lane Village",45695,2000,1012
"Lone Tree",45955,2000,6967
"Longmont",45970,2000,72424
"Louisville",46355,2000,19053
"Loveland",46465,2000,51893
"Lyons",47070,2000,1601
"Manassa",48060,2000,1045
"Mancos",48115,2000,1121
"Manitou Springs",48445,2000,4971
"Manzanola",48500,2000,522
"Marble",48555,2000,106
"Mead",49600,2000,1997
"Meeker",49875,2000,2234
"Merino",50040,2000,242
"Milliken",50480,2000,3040
"Minturn",50920,2000,1079
"Moffat",51250,2000,115
"Monte Vista",51635,2000,4601
"Montezuma",51690,2000,42
"Montrose",51745,2000,13042
"Monument",51800,2000,1987
"Morrison",52075,2000,430
"Mount Crested Butte",52570,2000,723
"Mountain View",52350,2000,568
"Mountain Village",52550,2000,992
"Naturita",53120,2000,632
"Nederland",53175,2000,1397
"New Castle",53395,2000,2073
"Northglenn",54330,2000,32456
"Norwood",54880,2000,447
"Nucla",54935,2000,735
"Nunn",55045,2000,472
"Oak Creek",55155,2000,815
"Olathe",55540,2000,1601
"Olney Springs",55705,2000,390
"Ophir",55870,2000,114
"Orchard City",55980,2000,2890
"Ordway",56145,2000,1250
"Otis",56365,2000,534
"Ouray",56420,2000,820
"Ovid",56475,2000,331
"Pagosa Springs",56860,2000,1577
"Palisade",56970,2000,2585
"Palmer Lake",57025,2000,2185
"Paoli",57245,2000,42
"Paonia",57300,2000,1530
"Parachute",57400,2000,1007
"Parker",57630,2000,23181
"Peetz",58235,2000,228
"Pierce",59005,2000,880
"Pitkin",59830,2000,122
"Platteville",60160,2000,2381
"Poncha Springs",60600,2000,490
"Pritchett",61315,2000,137
"Pueblo",62000,2000,102174
"Ramah",62660,2000,117
"Rangely",62880,2000,2097
"Raymer",63045,2000,93
"Red Cliff",63265,2000,298
"Rico",64090,2000,207
"Ridgway",64200,2000,744
"Rifle",64255,2000,6907
"Rockvale",64970,2000,426
"Rocky Ford",65190,2000,4270
"Romeo",65740,2000,378
"Rye",66895,2000,201
"Saguache",67005,2000,578
"Salida",67280,2000,5586
"San Luis",68105,2000,739
"Sanford",67830,2000,821
"Sawpit",68655,2000,25
"Sedgwick",68930,2000,190
"Seibert",69040,2000,186
"Severance",69150,2000,672
"Sheridan",69645,2000,5531
"Sheridan Lake",69700,2000,66
"Silt",70195,2000,1780
"Silver Cliff",70250,2000,510
"Silver Plume",70360,2000,202
"Silverthorne",70525,2000,3489
"Silverton",70580,2000,533
"Simla",70635,2000,664
"Snowmass Village",71755,2000,2520
"South Fork",72395,2000,597
"Springfield",73330,2000,1569
"Starkville",73715,2000,126
"Steamboat Springs",73825,2000,10509
"Sterling",73935,2000,12821
"Stratton",74485,2000,663
"Sugar City",74815,2000,279
"Superior",75640,2000,9296
"Swink",75970,2000,695
"Telluride",76795,2000,2253
"Thornton",77290,2000,83305
"Timnath",77510,2000,286
"Trinidad",78610,2000,9140
"Two Buttes",79270,2000,66
"Vail",80040,2000,4825
"Victor",80865,2000,442
"Vilas",81030,2000,110
"Vona",81690,2000,95
"Walden",82130,2000,730
"Walsenburg",82350,2000,4156
"Walsh",82460,2000,710
"Ward",82735,2000,169
"Wellington",83230,2000,2682
"Westcliffe",83450,2000,421
"Westminster",83835,2000,101403
"Wheat Ridge",84440,2000,32843
"Wiggins",84770,2000,854
"Wiley",85045,2000,481
"Williamsburg",85155,2000,707
"Windsor",85485,2000,10256
"Winter Park",85705,2000,805
"Woodland Park",86090,2000,6853
"Wray",86310,2000,2193
"Yampa",86475,2000,426
"Yuma",86750,2000,3287
"Aguilar",760,2001,590
"Akron",925,2001,1714
"Alamosa",1090,2001,8596
"Alma",1530,2001,190
"Antonito",2355,2001,867
"Arriba",3235,2001,241
"Arvada",3455,2001,102274
"Aspen",3620,2001,6359
"Ault",3950,2001,1429
"Aurora",4000,2001,279437
"Avon",4110,2001,6154
"Basalt",4935,2001,2928
"Bayfield",5265,2001,1730
"Bennett",6090,2001,2081
"Berthoud",6255,2001,5164
"Bethune",6530,2001,227
"Black Hawk",7025,2001,117
"Blanca",7190,2001,402
"Blue River",7410,2001,702
"Bonanza City",7571,2001,14
"Boone",7795,2001,324
"Boulder",7850,2001,99060
"Bow Mar",8070,2001,839
"Branson",8345,2001,76
"Breckenridge",8400,2001,3171
"Brighton",8675,2001,22470
"Brookside",9115,2001,220
"Broomfield",9280,2001,41387
"Brush",9555,2001,5193
"Buena Vista",10105,2001,2255
"Burlington",10600,2001,3756
"Calhan",11260,2001,889
"Campo",11645,2001,145
"Canon City",11810,2001,15904
"Carbondale",12045,2001,5503
"Castle Pines",12390,2001,5588
"Castle Rock",12415,2001,25516
"Cedaredge",12635,2001,1904
"Centennial",12815,2001,101702
"Center",12855,2001,2370
"Central City",12910,2001,513
"Cheraw",13460,2001,216
"Cherry Hills Village",13845,2001,6122
"Cheyenne Wells",14175,2001,988
"Coal Creek",15330,2001,339
"Cokedale",15550,2001,140
"Collbran",15605,2001,616
"Colorado Springs",16000,2001,371079
"Columbine Valley",16385,2001,1141
"Commerce City",16495,2001,21889
"Cortez",17375,2001,8017
"Craig",17760,2001,9089
"Crawford",17925,2001,367
"Creede",14765,2001,365
"Crested Butte",18310,2001,1537
"Crestone",18420,2001,91
"Cripple Creek",18530,2001,1134
"Crook",18640,2001,135
"Crowley",18750,2001,180
