OBJECTID,WDID,DITCH_NAME,ACREAGE,COMMENT,SHAPE_Length,SHAPE_Area
329,0700547,Lower Clear Creek Ditch,4021.20864323,,36732.7391805645,16273319.1286814
330,0200808,Fulton Irrigating Ditch,20829.28081174,,98298.9768733895,84293445.9919099
331,0200915,"Burlington Ditch, Reservoir & Land Company",18263.97392745,,103487.736992082,73911975.7266157
332,0200805,Henrylyn Irrigation Company,79251.54271729,,136563.56576783,320720897.400211
333,0100515,Upper Platte & Beaver,15839.34139989,,70454.3139978611,64099796.9148089
334,0103817,Jackson Lake Reservoir,101.37587999,,2944.57010999688,410255.238918359
335,6400533,Farmers Pawnee Canal,15726.86249334,,95074.6500306591,63644609.0500398
336,0400517,Evans Town Ditch,2010.79175816,,27867.84503281,8137418.10036934
337,0200830,Section 3 Ditch AKA Godfrey,1823.03401952,,24994.6995806871,7377586.46510573
338,0200817,Platte Valley Irrigation,19340.64220513,,80986.6158437117,78269115.2420295
339,0203837,FRICO/Barr Lake,104013.92211236,,192724.236362761,420931092.567655
340,0200834,Lower Latham Ditch,17413.63069172,,83928.8051852147,70470745.0956407
341,0100504,Illinois Ditch,8923.99758335,,48758.7612784683,36114281.3163333
342,0200828,Union Ditch (Dist. 2),7706.7578229,,58648.9797269813,31188267.1850548
343,0200825,Western Mutual Ditch,11337.52903212,,72178.9080359632,45881535.7356139
344,0203876,FRICO/Milton,25243.83014287,,91488.0603514111,102158564.593001
345,0600534,Houck 2 Ditch,93.98415135,,3580.07236519034,380341.835796714
346,0900752,Hodgson Ditch,133.85280006,,4634.99017102981,541685.224543204
347,6403906,Julesburg Irrigation District,8958.17328888,,78152.3828713109,36252586.1700298
348,0100517,Deuel & Synder Ditch,2143.7577143,,33308.5216621895,8675514.31894512
349,0100519,Tremont Ditch,2616.85784326,,29458.1563507259,10590090.2768077
350,0600523,Delehant Ditch,93.00116291,,3502.7799186356,376363.825493155
351,6400508,Settlers Ditch,7070.62092374,,67796.3470392952,28613902.2236722
352,0200873,Big Dry Creek Ditch,1126.44117012,,19923.785267226,4558563.87635654
353,0600542,McCarty Ditch,147.17502621,,4986.1168503919,595598.636810992
354,0600732,Orcine Ditch,43.09825714,,1783.66077030019,174413.146199988
355,0600501,Anderson Ditch,2208.91777602,,20764.1360380897,8939208.83682901
356,0600621,W C Hake Ditch,70.82020612,,2837.13858107926,286600.350265309
357,0600608,Eggleston No 1 Ditch,114.63971416,,4355.33679237527,463932.308096958
358,0500561,Island Ditch,46.92539448,,1788.96849076393,189901.104046391
359,0600553,Smith & Emmons Ditch,1603.30124583,,16294.1286962604,6488355.9633356
360,0200812,Lupton Bottom Ditch,5964.91677624,,58062.8136974003,24139258.439274
361,0500942,Cole Seep Ditch,384.57873558,,5474.10109812995,1556341.10321284
362,0500538,True Webster Ditch,105.51654176,,2930.71856357775,427012.002510701
363,0400592,Eagle Ditch,169.70973301,,5837.25852087988,686793.708283227
364,0400599,Miner & Longan Ditch,186.4441036,,4576.18181741024,754515.504193991
365,0400523,Consolidated Hillsboro Ditch Company,12117.39887629,,69557.5192622504,49037569.6279567
366,0400600,Osborn and Caywood Ditch,286.6172955,,6284.64498839593,1159903.62938085
367,0400574,Buckhorn Highline Ditch,290.80684762,,11211.430647313,1176858.27965216
368,0400532,Greeley-Loveland Irrigation Company,43093.29897331,,127723.281123663,174393091.125625
369,0400501,Barnes Ditch Company,1887.42453899,,22654.9618846614,7638166.71116012
370,0400519,Farmer's Irrigating Ditch & Reservoir,4589.29578915,,39485.2030158039,18572295.3502194
371,0400603,WR Blower Ditch,345.71998795,,8350.65391903373,1399084.66974469
372,0500601,Zweck Turner Ditch Co.,457.4402556,,7663.37954281389,1851202.51440123
373,0500549,Runyon Ditch,111.21854393,,3358.49241392446,450087.262717952
374,0500535,Clough True Ditch,97.67594616,,3177.13851963683,395282.103701086
375,0500536,Clough Private Ditch Co.,99.53176505,,2981.00672176245,402792.391757956
376,0500560,Beckwith Ditch,736.21513537,,12825.6818954229,2979368.83349891
377,0500559,Cushman,63.45880633,,2502.04600074377,256809.715643838
378,0500558,South Flat Ditch,1194.89504845,,18736.3395888184,4835588.02715606
379,0500534,Goss Private Ditch,184.66662289,,3683.06161342512,747322.280266525
380,0500539,James Ditch,1655.99129787,,31666.4485362883,6701585.91237206
381,0500548,Denio & Taylor Ditch,557.91509468,,12995.1263292143,2257811.23817299
382,0500537,Webster McCaslin Ditch,223.59590076,,6530.52185612639,904864.142253228
383,0500589,Last Chance Ditch,2511.46229261,,19627.6168957935,10163567.9869922
384,0500545,Longmont Supply Ditch Company,3153.31481825,,27671.9505415584,12761063.3884775
385,0500587,Rice Ditch,70.01462611,,2865.94835263288,283340.280558355
386,0500588,John Rice Ditch,129.33810173,,5550.14988649129,523414.831220626
387,2301094,BEAUMARIS POND FEEDER DITCH,337.72779413, ,11668.8770248428,1366741.35618269
388,2301022,BAKER LILLEY DITCH 1,460.21436895,,7283.44790247113,1862428.93957849
389,2300503,SOUDERS WOLFE D 2,22.07714818,,2890.05992372276,89343.4087474764
390,2300506,SOUDERS WOLFE D 5,7.60763761,,1114.30265854095,30787.1411764146
391,2300569,GARDEN DITCH,168.92344844,,4986.45113482523,683611.662257956
392,2300868,SPRING DITCH,35.1183429,,3641.30277205988,142119.461289621
393,2300579,HEELEY DITCH 2,168.92344844,,4986.45113482523,683611.662257956
394,2300516,WEAVER DITCH 1,24.78271014,,2479.25018262724,100292.452496025
395,2300520,KESTER SWEET DITCH,10.9492892,,1293.0005495117,44310.3735836461
396,2300760,SACRAMENTO DITCH,582.11894258,,8154.66923784105,2355761.19461452
397,0500571,Johnson Ditch,287.19247237,,5212.67936195067,1162231.34603646
398,0500572,Star Ditch Co,3042.59454229,,25272.5608579206,12312992.6608644
399,0900767,Independent Highline,535.80989319,,9605.26252955985,2168354.36014543
400,0700699,Welch Ditch,4216.04472499,,56418.9720637522,17061795.9047899
401,0900958,Ward Ditch,4738.85587158,,34064.3766126397,19177546.1051751
402,0900535,Bergen Ditch,7819.04952224,,24567.0139354872,31642697.5530206
403,0500584,Lower Baldwin Ditch,162.46649347,,3640.23234231848,657481.172607962
404,0200552,Coalridge Ditch,7660.21465442,,42390.1084502071,30999912.7866072
405,0500527,Rough and Ready Ditch Co.,5744.46275963,,45184.2734288469,23247109.0108694
406,0801009,Nevada Ditch,1397.96706428,,17596.6639180618,5657394.68436614
407,0900731,Arnett/Harriman Ditch,11775.09121309,,40206.930698546,47652294.0001312
408,0500526,Highland Ditch Company,48410.11577954,,184036.643976729,195909571.61191
409,0400588,Boulder & Larimer County Irrigation & Manufacturing Ditch,3701.57116825,,36887.8230643014,14979787.0757645
410,0500523,Supply Irrigating Ditch,8900.62087312,,108980.7475286,36019678.5391354
411,0400543,South Side Irrigation & Reservoir,2941.59521984,,42477.8359843494,11904261.0743306
412,0400520,George Rist Ditch Company (Home Supply),3244.64399401,,25691.2351765751,13130660.8264176
413,0400541,Rist and Goss Ditch Company,232.89044585,,4931.87607400993,942478.006816132
414,0600582,Jones and Donnelly Ditch Co.,1533.86852685,,20560.8930423191,6207370.51895024
415,0600518,Butte Irrigating & Milling Ditch,1448.23537115,,18615.7702631596,5860824.04711164
416,0600566,Cottonwood No. 2 Ditch,1086.74595849,,18849.2604016412,4397922.3740935
417,0600570,Dry Creek No. 2 Ditch,821.03191961,,12307.1208947,3322611.64624833
418,0600612,Kerr No. 1,165.32092072,,4340.62563239464,669032.689793731
419,0600567,Davidson Ditch,2698.3967948,,52797.7386047307,10920068.0593124
420,0500519,Reese Stiles Ditch,125.67820754,,3440.89458328218,508603.69328167
421,0500520,Meadow Ditch,27.44047073,,1900.22264125055,111048.088960603
422,0500938,Carl Holcomb Ditch,9.34308575,,774.715129093936,37810.2758804873
423,0500520,South Ledge Ditch,650.31479673,,14453.0770513244,2631741.12170681
424,0500513,Dave Miller Ditch,22.97205132,,1331.464300287,92964.9770441754
425,0500530,Smead Ditch,538.59075761,,8481.80602197722,2179608.16588022
426,0500531,Montgomery Private Ditch,114.63197718,,4851.23011203156,463901.046634827
427,0500569,Table Mountain Ditch,2838.63072877,,26227.9722713157,11487577.0512303
428,0500648,Toll Gate Ditch,1662.83511052,,22354.5930925418,6729281.86523321
429,0500564,Lake Ditch,3398.42169407,,21486.7730126355,13752979.7279572
430,0500555,Renner Ditch,36.60290785,,2968.85966962663,148127.2975019
431,0500529,Swede Ditch,3854.55629129,,31015.4383213667,15598898.2147001
432,0500556,Nelson Ditch,27.36728306,,2456.22580235912,110751.901804661
433,0600516,Boulder & Whiterock Ditch,10868.12355982,,86215.5694747521,43981911.5511887
434,0800909,Wheeler Ditch 1,19.65605694,,1635.90890109146,79545.5728428934
435,0800910,Lower Wheeler Ditch,17.29295899,,2484.68201081065,69982.4133377486
436,0801125,Fairview Ditch,531.61538719,,9625.44249398091,2151379.72034437
437,0801124,Hayland Ditch,291.80359281,,8285.06570395301,1180892.00166672
438,0801483,Norman Pipeline,7.97428651,,827.008037890324,32270.9254557716
439,0801279,Woodhouse Ditch,38.96154381,,1917.1034857763,157672.393760118
440,0801264,C Alphonse Jarre Ditch,19.74591111,,1671.33977394137,79909.1766162703
441,0801250,Garber Creek Ditch 1,365.70350785,,7363.85505048213,1479955.50854069
442,0801216,James Ditch,8.85920967,,845.221500827408,35852.0975279601
443,0801217,Smith Ditch 1,48.7994843,,2191.24209230152,197485.291230542
444,0801426,Schutz,168.70295998,,4471.62329277227,682719.345446428
445,0801241,Dakan Ditch,503.95087404,,7324.88389947339,2039425.00999126
446,0801237,Spring Creek Ditch,503.95087404,,7324.88389947339,2039425.00999126
447,8000667,South Side Ditch,47.82399242,,3471.7520876232,193537.623003541
448,8000776,Meadow Ditch,7.38150033,,844.760826471731,29871.9804538296
449,8000774,Berger Ditch,45.30591634,,3318.4511657337,183347.279418464
450,8000777,Kountze Ditch,32.1697827,,2364.8093030488,130187.02561266
451,8000773,Upper Craig Creek Ditch,4.85292424,,1043.42119172921,19639.1677619693
452,8001014,Sunnyside Ditch 2,37.59432467,,2830.21032602707,152139.432751354
453,8000673,Bond Ditch 2,35.99149301,,2080.85595188869,145652.981350938
454,8000867,South Mendenhall Ditch,7.06934244,,1085.98931986098,28608.7282684138
455,8000784,Jeffries Crawford Ditch,64.63989659,,3332.28934135861,261589.4097225
456,8000812,Clifford Gulch Ditch,18.59778325,,1607.52002753415,75262.8545785669
457,8000785,Wonder Ditch,11.46703143,,1546.53715317255,46405.6138932943
458,8000794,Flume Ditch,36.00706218,,2927.12506708603,145715.985087555
459,8000792,Parmalee Ditch 2 & 3,65.54888624,,4384.49691526609,265268.012724307
460,8000799,Alkire Ditch,6.35947583,,1138.04681677103,25735.9921702817
461,8000801,Campbell Ditch,8.45924772,,860.427333390004,34233.4979556846
462,8000800,Johnson Ditch,6.90869126,,965.352584289589,27958.5971725567
463,8000827,Williams Ditch 2,10.88639014,,1671.61604972976,44055.8310777368
464,4800568,Stuck Creek Ditch,138.3661636,,3990.06062682835,559950.236191033
465,4800520,Warren Ditch,66.26851488,,2603.4555425412,268180.229778805
466,4800534,Forrester Brown Ditch,65.82040871,,2680.84017931511,266366.80586515
467,4800506,Parker Ditch,147.23571223,,4465.18222945414,595844.195808453
468,4800531,Davy Ditch,21.51652593,,1213.20322761424,87074.6376153079
469,4800529,Brown Ditch Nunn Creek,26.66962845,,1682.40913005502,107928.578375484
470,0300797,Fisk Ditch,11.88351619,,1246.80909647656,48091.0799181779
471,2300573,HEELEY DITCH 1,168.92344844,,4986.45113482523,683611.662257956
472,0300814,French Creek Ditch,5.90879374,,1242.89048682828,23912.1425528132
473,6400511,Harmony Ditch,12219.81188873,,58952.0158779491,49452022.017418
474,6400506, ,263.89989311,,5079.5802209817,1067969.24239244
475,6400507, ,2791.32454421,,27073.1384928945,11296134.9358955
476,0100687,North Sterling Irrigation,79698.03800665,,200014.06510613,322527807.048412
477,6400513, ,482.7482669,,5884.31726756844,1953620.78936401
478,6400518, ,1188.67799682,,15969.3219317303,4810428.47758637
479,0300994,North Poudre Irrigation Company,57788.3135575,,203643.682161278,233861943.504186
480,0300905,North Poudre Irrigation Company,57787.88084632,,203647.630545269,233860192.410842
481,0301108,Roberts Ditch No. 3,47.78735794,,2358.95492818251,193389.359738858
482,4800513,Smith Brown Ditch,118.67076762,,6075.55171780181,480245.523495815
483,4800511, ,79.70154715,,5106.27907264083,322542.011547009
484,4800564,DETRO DITCH 1,45.60019831,,3034.88653846498,184538.200205718
485,4800509,Martin Ditch No. 1,235.08593381,,8244.2635535546,951362.835900144
486,0300931,B.H. Eaton Ditch,1877.21551547,,19686.290587498,7596852.04118562
487,0801215, ,8.82841126,,796.059476401411,35727.4568234302
488,0801235,Red Rock Ditch,55.95071289,,2073.52684327529,226425.421562249
489,2300631,WARM SPRINGS CR DITCH,278.34224942,,7047.88452504221,1126415.63247255
490,8000674,J Higgins Ditch,126.56582725,,7144.60394151808,512195.758523932
491,0801400,Alderman Ditch,85.81662139,,3883.54888354566,347288.958310926
492,0801427,Von Osten,289.11367817,,5305.15037248903,1170006.20639044
493,0801007,Last Chance Ditch 2,684.86158283,,11172.9079745804,2771547.58941889
494,0301076, ,95.20425396,,3633.33446327244,385279.484692075
495,4800515,JIMMIE CREEK DITCH,19.21906891,,2411.80274576918,77777.1229022509
496,2300502,REDMON DITCH,3.59660642,,808.682123685589,14555.0105751733
497,2300866,WILSON DITCH,19.76266925,,2559.91170223,79977.0049931197
498,6400599, ,471.00323252,,8044.5207086907,1906090.12909127
499,2301083,FLUME DITCH,10.6765507,,1920.90542819727,43206.6378238197
500,2300587,SPRING DITCH,92.38563244,,3970.02976441776,373872.89482148
